サービス種類,市区町村名,団体コード,事業所名,法人名,法人種別,事業所番号,住所,電話番号,指定年月日,事業所種別,利用可能曜日,定員,公式サイト,緯度,経度
訪問看護,江戸川区,13123,カーサ訪問看護リハビリステーション江戸川,株式会社ヘルスウェルコネクト,営利法人,1362390856,東京都江戸川区春江町２－３８－２,05018080570,2023-04-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,250,https://hwc-casa.com/,35.698299700000000,139.892192500000000
訪問看護,江戸川区,13123,訪問看護ステーション　えにしや,合同会社醫鍼伊﨑,営利法人,1362390872,東京都江戸川区北小岩６－３２－１２森田ハウス１０１,03-5876-7407,2023-07-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,,https://iza-enishiya.com/,35.743096600000010,139.885989900000000
訪問看護,江戸川区,13123,スマイルプラス訪問看護ステーション,合同会社スマイルバーグ,営利法人,1362390898,東京都江戸川区中央１－１５－２ハイムジョイフル２０６号,03-5879-2765,2023-08-01,訪問看護ステーション,平日,60,https://www.smileberg-smileplus.jp/,35.703592200000000,139.869902700000000
訪問看護,江戸川区,13123,あすてるカンゴ葛西,アステルサポート株式会社,営利法人,1362390914,東京都江戸川区東葛西８－１０－４,03-3520-8577,2024-09-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,,https://astelsupport.co.jp/info/astel-kango/kasai/,35.655998999009140,139.876192784690500
訪問看護,江戸川区,13123,タイムレス訪問看護ステーション,株式会社ＴＩＭＥＬＥＳＳ,営利法人,1362390922,東京都江戸川区松江５－１０－７ケインアベニュー船堀３０６号室,03-5879-3916,2024-11-01,訪問看護ステーション,,,,,
訪問看護,江戸川区,13123,訪問看護ステーション　ヴァクト,合同会社アーチザン,営利法人,1362390930,東京都江戸川区北小岩６－４０－５エンゼルハイム２０１,03-5889-9596,2025-01-01,訪問看護ステーション,平日・土曜日,,https://vakt.hp.peraichi.com/vakt/,35.744492600000000,139.886177800000000
訪問看護,江戸川区,13123,訪問看護ステーション　コルディアーレ江戸川,株式会社ＪＳＨ,営利法人,1362390955,東京都江戸川区一之江８－１５－１エクセル一之江　２Ｆ号室,03-5879-3085,2025-04-01,訪問看護ステーション,平日・土曜日・祝日,,https://www.jsh-japan.jp/,35.686146899999976,139.882617500000000
訪問看護,江戸川区,13123,よつ葉えどがわ,株式会社日本アメニティライフ協会,営利法人,1362390963,東京都江戸川区平井６－４７－１３セルス有阪５階,03-5630-7420,2025-04-01,訪問看護ステーション,平日・土曜日・祝日,36,https://jala.co.jp,35.711139400000015,139.843248600000000
訪問看護,江戸川区,13123,２４訪問看護ステーション南篠崎,２４かんご株式会社,営利法人,1362390989,東京都江戸川区南篠崎町５－１０－４サンライズビル３階,03-5879-7460,2025-06-01,訪問看護ステーション,平日,,,35.692370100000000,139.906895700000000
訪問看護,江戸川区,13123,訪問看護のぞみ葛西臨海公園,株式会社キート,営利法人,1362390997,東京都江戸川区南葛西６－２－２７,03-5878-1719,2025-06-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,,https://www.lamore.jp/company,35.644119291124056,139.876656600000020
訪問看護,江戸川区,13123,ＩＣＨＩ訪問看護ステーション,医療法人社団ＳｈｉｎｉｎｇＳｔａｒ,医療法人,1362391029,東京都江戸川区平井５－２１－３－３０３号ガーデン欣志ビル,08096462820,2025-10-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,,,35.707677700000005,139.842022600000000
訪問看護,江戸川区,13123,訪問看護ステーション　コルディアーレ小岩,株式会社ＪＳＨ,営利法人,1362391037,東京都江戸川区北小岩１－２０－３サンライズ北小岩１０１号室,03-5876-8510,2025-11-01,訪問看護ステーション,,,,,
訪問看護,江戸川区,13123,訪問看護ステーション夢眠えどがわ,株式会社夢眠ホーム,営利法人,1362391052,東京都江戸川区小松川４－９４,03-5627-1635,2025-12-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,,,35.700966700000000,139.850689200000000
訪問看護,江戸川区,13123,とわ訪問看護ステーション,株式会社ＮｅｗＨＯＴｒｅ．Ｖｏｎｄｓ,営利法人,1362391060,東京都江戸川区大杉２－８－８,03-5879-6842,2026-04-01,訪問看護ステーション,,,,,
訪問看護,江戸川区,13123,リリ訪問看護ステーション,株式会社Ａｐｕｄ,営利法人,1362391078,東京都江戸川区中央２－４－１０,03-5879-4159,2026-04-01,訪問看護ステーション,,,,,
訪問看護,江戸川区,13123,らいくゆうホームケア,合同会社マイラシク,営利法人,1362391094,東京都江戸川区北篠崎１－８－５,03-6638-6317,2026-07-01,訪問看護ステーション,,,,,
訪問看護,江戸川区,13123,ＹＵＩＭＡＲＵ　ＬＩＦＥ訪問看護ステーション,ＹＵＩＭＡＲＵＬＩＦＥ株式会社,営利法人,1362391102,東京都江戸川区松江３－１９－４稲岡ハイム２０２号室,09027522781,2026-08-01,訪問看護ステーション,,,,,
訪問看護,江戸川区,13123,訪問看護ステーションまごころ,医療法人社団新虎の門会,医療法人,1367193048,東京都江戸川区東葛西４－５２－５ＴＲ　ＫＡＳＡＩ　１０２,03-5676-5531,2000-04-01,訪問看護ステーション,平日・土曜日・祝日,,http://www.houkan-magokoro.jp/,35.662924000000000,139.884907399999970
訪問看護,江戸川区,13123,瑞江訪問看護ステーション,医療法人社団総風会,医療法人,1367193295,東京都江戸川区東瑞江一丁目２５番６号　スウィートヒルズ１階,03-3679-5241,2000-04-01,訪問看護ステーション,平日,10,https://www.mizue-houmonkango.com,35.691174000000000,139.898410600000030
訪問看護,江戸川区,13123,江戸川病院訪問看護ステーション・マックスライフ,社会福祉法人仁生社,社会福祉法人（社協以外）,1367194541,東京都江戸川区東松本２－１４－１２,03-3673-4174,2000-04-01,訪問看護ステーション,平日・土曜日,,https://edogawa-medicare.jp,35.720253489107120,139.881015557533260
訪問看護,江戸川区,13123,一般社団法人江戸川区医師会訪問看護ステーション,一般社団法人江戸川区医師会,社団・財団,1367194566,東京都江戸川区中央４－２４－１４,03-3653-6405,2000-04-01,訪問看護ステーション,平日,60,https://www.edogawa-med.jp,35.709939800000000,139.868523699999970
訪問看護,江戸川区,13123,あっぷる　訪問看護ステーション葛西,株式会社日本サービスセンター,営利法人,1367195746,東京都江戸川区東葛西５－１４－６－７０５,03-5676-8199,2000-12-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,,http://www.well-life.co.jp,35.663995866581600,139.875300528836050
訪問看護,江戸川区,13123,なぎさ和楽苑訪問看護ステーション,社会福祉法人東京栄和会,社会福祉法人（社協以外）,1367196751,東京都江戸川区西葛西８－１－１,03-3675-2602,2002-12-01,訪問看護ステーション,平日・土曜日・祝日,,http://www.tokyoeiwakai.or.jp,35.655079100000000,139.859420700000000
通所介護,千代田区,13101,千代田区立岩本町高齢者在宅サービスセンター,社会福祉法人多摩同胞会,社会福祉法人（社協以外）,1370100560,東京都千代田区岩本町２－１５－３岩本町ほほえみプラザ２階,03-5825-3407,2003-10-01,,平日・土曜日・祝日,,http://www.tama-dhk.or.jp,35.694531200000000,139.777860299999930
通所介護,千代田区,13101,フォーユーデイサービス淡路,社会福祉法人奉優会,社会福祉法人（社協以外）,1370101261,東京都千代田区神田淡路町２－１０９,03-5298-6018,2012-04-01,,平日・土曜日,30,https://www.foryou.or.jp/corp2/awajiday/,35.696817900000000,139.767016000000000
通所介護,千代田区,13101,千代田区立一番町高齢者在宅サービスセンター,社会福祉法人カメリア会,社会福祉法人（社協以外）,1370101725,東京都千代田区一番町１２,03-3265-6131,2023-04-01,,平日・土曜日・祝日,,http://www.ichibancho-camellia-kai.com/,35.686900800000000,139.739576100000000
通所介護,中央区,13102,新とみ,社会福祉法人シルヴァーウィング,社会福祉法人（社協以外）,1370200659,東京都中央区新富１－４－６,03-3553-5228,2002-04-01,,平日・土曜日・日曜日・祝日,34,http://www.silver-w.jp/,35.672736400000000,139.772647399999980
通所介護,中央区,13102,ＳＯＭＰＯケア　あいおい　デイサービス,ＳＯＭＰＯケア株式会社,営利法人,1370201103,東京都中央区佃３－１－１５相生の里,03-5548-2495,2005-10-01,,平日・土曜日・祝日,,https://www.sompocare.com/,35.665943100000010,139.787213400000040
通所介護,中央区,13102,いきいきらいふデイサービスセンター馬喰町,株式会社ＲＡＲＥＣＲＥＷ,営利法人,1370201129,東京都中央区日本橋馬喰町２－４－５,03-5640-7733,2005-10-01,,平日・土曜日・祝日,,https://rare-c.co.jp/,35.695903300000000,139.781823900000060
通所介護,中央区,13102,高齢者在宅サービスセンター「マイホーム新川」,社会福祉法人賛育会,社会福祉法人（社協以外）,1370201202,東京都中央区新川２－２７－３,03-3552-5670,2006-04-01,,平日・土曜日・祝日,40,http://www.san-ikukai.or.jp/chuo/shinkawa/,35.673100600000000,139.783977300000060
通所介護,中央区,13102,クローバーデイサービス中央,株式会社カンケイ舎,営利法人,1370201392,東京都中央区日本橋本町２－８－１２,03-5695-7710,2007-07-01,,平日・土曜日・祝日,,http://www.clover.ac/,35.688415200000000,139.777646600000020
通所介護,中央区,13102,エンゼルハーバー,株式会社ＡＣＡ,営利法人,1370201806,東京都中央区晴海１－１－２８,03-5859-0556,2012-04-01,,平日・土曜日,25,http://www.angel-care.co.jp,35.661299100000000,139.786527500000030
通所介護,中央区,13102,中央区立高齢者在宅サービスセンター　マイホームはるみ,社会福祉法人奉優会,社会福祉法人（社協以外）,1370202192,東京都中央区晴海１－５－１,03-3531-7635,2015-07-01,,平日・土曜日・日曜日・祝日,40,https://www.foryou.or.jp/facility/harumi/w097/,35.659779700000020,139.784455400000070
通所介護,中央区,13102,デイサービスセンターなごやか築地,なごやかケアリンク株式会社,営利法人,1370202259,東京都中央区築地６－１８－４ライオンズ築地リバーノート２Ｆ,03-6226-3357,2016-06-01,,平日・土曜日・祝日,25,http://club.nagoyaka-link.co.jp/tsukiji/,35.664639379133610,139.774727332242720
通所介護,中央区,13102,ベストリハ日本橋,ベストリハ株式会社,営利法人,1370202481,東京都中央区日本橋浜町３－２０－７ローズハイツ日本橋浜町１階,03-3527-2001,2021-01-01,,平日・土曜日・祝日,,https://bestreha.com/,35.684843900000000,139.789475000000000
通所介護,中央区,13102,中央区立日本橋高齢者在宅サービスセンター,社会福祉法人長岡福祉協会,社会福祉法人（社協以外）,1370202531,東京都中央区日本橋堀留町１－１－１,03-3661-8452,2021-04-01,,平日・土曜日・祝日,,http://www.fukushiplazasakuragawa.com/nikkouzai/,35.687407600000000,139.778996100000000
通所介護,中央区,13102,デイサービス　グッドライフケア銀座,株式会社グッドライフケア,営利法人,1370202580,東京都中央区築地２－７－３ＣＡＭＥＬ築地Ⅱ,03-6260-6580,2021-10-01,,平日・土曜日・日曜日・祝日,48,https://goodlifecare.co.jp/tokyo-service/facility/day-ginza.html,35.669694000000010,139.772934500000000
通所介護,中央区,13102,ＢＥＳＴジム湊,株式会社ベスト・ケアー,営利法人,1370202697,東京都中央区湊１－７－１フドウ八丁堀ハイツ１階,03-6280-4815,2023-04-01,,平日・土曜日・祝日,,,35.673133500000006,139.779446000000000
通所介護,中央区,13102,ケアベース　グッドライフケア月島,株式会社グッドライフケア,営利法人,1370202879,東京都中央区月島３－１８－１グランドシティタワー月島１１４号,03-5534-8070,2026-07-01,,,,,,
通所介護,港区,13103,ニチイケアセンターしろかね,株式会社ニチイ学館,営利法人,1370300830,東京都港区白金３－３－１,03-5447-1572,2007-03-01,,平日・土曜日・祝日,,https://www.nichii-kaigo.jp/,35.646389200000010,139.729158900000000
